 S0066 , 3PARA RAT ,T1071,,T1071
 S1015 , Milan ,T1071.001,[Milan](https://attack.mitre.org/software/S1015) can use HTTPS for communication with C2.(Citation: ClearSky Siamesekitten August 2021)(Citation: Kaspersky Lyceum October 2021)(Citation: Accenture Lyceum Targets November 2021),Milan
 S1015 , Milan ,T1071.004,[Milan](https://attack.mitre.org/software/S1015) has the ability to use DNS for C2 communications.(Citation: ClearSky Siamesekitten August 2021)(Citation: Kaspersky Lyceum October 2021)(Citation: Accenture Lyceum Targets November 2021),Milan
 S1015 , Milan ,T1059,,Milan
 S1015 , Milan ,T1059.003,[Milan](https://attack.mitre.org/software/S1015) can use `cmd.exe` for discovery actions on a targeted system.(Citation: ClearSky Siamesekitten August 2021),Milan
 S1015 , Milan ,T1005,[Milan](https://attack.mitre.org/software/S1015) can upload files from a compromised host.(Citation: ClearSky Siamesekitten August 2021),Milan
 S1015 , Milan ,T1074,,Milan
 S1015 , Milan ,T1074.001,[Milan](https://attack.mitre.org/software/S1015) has saved files prior to upload from a compromised host to folders beginning with the characters `a9850d2f`.(Citation: ClearSky Siamesekitten August 2021),Milan
 S1015 , Milan ,T1568,,Milan
 S1015 , Milan ,T1568.002,[Milan](https://attack.mitre.org/software/S1015) can use hardcoded domains as an input for domain generation algorithms.(Citation: Accenture Lyceum Targets November 2021),Milan
 S1015 , Milan ,T1070,,Milan
 S1015 , Milan ,T1070.004,[Milan](https://attack.mitre.org/software/S1015) can delete files via `C:\Windows\system32\cmd.exe /c ping 1.1.1.1 -n 1 -w 3000 &gt; Nul &amp; rmdir /s /q`.(Citation: ClearSky Siamesekitten August 2021),Milan
 S1015 , Milan ,T1105,[Milan](https://attack.mitre.org/software/S1015) has received files from C2 and stored them in log folders beginning with the character sequence `a9850d2f`.(Citation: ClearSky Siamesekitten August 2021),Milan
 S1015 , Milan ,T1559,,Milan
 S1015 , Milan ,T1559.001,[Milan](https://attack.mitre.org/software/S1015) can use a COM component to generate scheduled tasks.(Citation: ClearSky Siamesekitten August 2021),Milan
 S1015 , Milan ,T1036,[Milan](https://attack.mitre.org/software/S1015) has used an executable named `companycatalogue` to appear benign.(Citation: ClearSky Siamesekitten August 2021),Milan
 S1015 , Milan ,T1036.007,[Milan](https://attack.mitre.org/software/S1015) has used an executable named `companycatalog.exe.config` to appear benign.(Citation: ClearSky Siamesekitten August 2021),Milan
 S1015 , Milan ,T1106,[Milan](https://attack.mitre.org/software/S1015) can use the API `DnsQuery_A` for DNS resolution.(Citation: Kaspersky Lyceum October 2021),Milan
 S1015 , Milan ,T1027,,Milan
 S1015 , Milan ,T1027.013,[Milan](https://attack.mitre.org/software/S1015) can encode files containing information about the targeted system.(Citation: ClearSky Siamesekitten August 2021)(Citation: Kaspersky Lyceum October 2021),Milan
 S1015 , Milan ,T1572,[Milan](https://attack.mitre.org/software/S1015) can use a custom protocol tunneled through DNS or HTTP.(Citation: Kaspersky Lyceum October 2021),Milan
 S1015 , Milan ,T1012,[Milan](https://attack.mitre.org/software/S1015) can query `HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Cryptography MachineGuid` to retrieve the machine GUID.(Citation: Accenture Lyceum Targets November 2021),Milan
 S1015 , Milan ,T1053,,Milan
 S1015 , Milan ,T1053.005,[Milan](https://attack.mitre.org/software/S1015) can establish persistence on a targeted host with scheduled tasks.(Citation: ClearSky Siamesekitten August 2021)(Citation: Accenture Lyceum Targets November 2021),Milan
 S1015 , Milan ,T1082,[Milan](https://attack.mitre.org/software/S1015) can enumerate the targeted machine's name and GUID.(Citation: ClearSky Siamesekitten August 2021)(Citation: Accenture Lyceum Targets November 2021),Milan
 S1015 , Milan ,T1016,[Milan](https://attack.mitre.org/software/S1015) can run `C:\Windows\system32\cmd.exe /c cmd /c ipconfig /all 2&gt;&amp;1` to discover network settings.(Citation: ClearSky Siamesekitten August 2021),Milan
 S1015 , Milan ,T1033,[Milan](https://attack.mitre.org/software/S1015) can identify users registered to a targeted machine.(Citation: ClearSky Siamesekitten August 2021),Milan
 S0002 , Mimikatz ,T1134,,Mimikatz
 S0002 , Mimikatz ,T1134.005,[Mimikatz](https://attack.mitre.org/software/S0002)'s MISC::AddSid module can append any SID or user/group account to a user's SID-History. [Mimikatz](https://attack.mitre.org/software/S0002) also utilizes [SID-History Injection](https://attack.mitre.org/techniques/T1134/005) to expand the scope of other components such as generated Kerberos Golden Tickets and DCSync beyond a single domain.(Citation: Adsecurity Mimikatz Guide)(Citation: AdSecurity Kerberos GT Aug 2015),Mimikatz
 S0002 , Mimikatz ,T1098,The [Mimikatz](https://attack.mitre.org/software/S0002) credential dumper has been extended to include Skeleton Key domain controller authentication bypass functionality. The LSADUMP::ChangeNTLM and LSADUMP::SetNTLM modules can also manipulate the password hash of an account without knowing the clear text value.(Citation: Adsecurity Mimikatz Guide)(Citation: Metcalf 2015),Mimikatz
 S0002 , Mimikatz ,T1547,,Mimikatz
 S0002 , Mimikatz ,T1547.005,The [Mimikatz](https://attack.mitre.org/software/S0002) credential dumper contains an implementation of an SSP.(Citation: Deply Mimikatz),Mimikatz
 S0002 , Mimikatz ,T1555,"[Mimikatz](https://attack.mitre.org/software/S0002) performs credential dumping to obtain account and password information useful in gaining access to additional systems and enterprise network resources. It contains functionality to acquire information about credentials in many ways, including from the credential vault and DPAPI.(Citation: Deply Mimikatz)(Citation: GitHub Mimikatz lsadump Module)(Citation: Directory Services Internals DPAPI Backup Keys Oct 2015)(Citation: NCSC Joint Report Public Tools)(Citation: Cobalt Strike Manual 4.3 November 2020)	",Mimikatz
 S0002 , Mimikatz ,T1555.003,"[Mimikatz](https://attack.mitre.org/software/S0002) performs credential dumping to obtain account and password information useful in gaining access to additional systems and enterprise network resources. It contains functionality to acquire information about credentials in many ways, including from DPAPI.(Citation: Deply Mimikatz)(Citation: GitHub Mimikatz lsadump Module)(Citation: Directory Services Internals DPAPI Backup Keys Oct 2015)(Citation: NCSC Joint Report Public Tools)	",Mimikatz
 S0002 , Mimikatz ,T1555.004,[Mimikatz](https://attack.mitre.org/software/S0002) contains functionality to acquire credentials from the Windows Credential Manager.(Citation: Delpy Mimikatz Crendential Manager),Mimikatz
 S0002 , Mimikatz ,T1003,,Mimikatz
 S0002 , Mimikatz ,T1003.001,"[Mimikatz](https://attack.mitre.org/software/S0002) performs credential dumping to obtain account and password information useful in gaining access to additional systems and enterprise network resources. It contains functionality to acquire information about credentials in many ways, including from the LSASS Memory.(Citation: Deply Mimikatz)(Citation: GitHub Mimikatz lsadump Module)(Citation: Directory Services Internals DPAPI Backup Keys Oct 2015)(Citation: NCSC Joint Report Public Tools)",Mimikatz
 S0002 , Mimikatz ,T1003.002,"[Mimikatz](https://attack.mitre.org/software/S0002) performs credential dumping to obtain account and password information useful in gaining access to additional systems and enterprise network resources. It contains functionality to acquire information about credentials in many ways, including from the SAM table.(Citation: Deply Mimikatz)(Citation: GitHub Mimikatz lsadump Module)(Citation: Directory Services Internals DPAPI Backup Keys Oct 2015)(Citation: NCSC Joint Report Public Tools)",Mimikatz
 S0002 , Mimikatz ,T1003.004,"[Mimikatz](https://attack.mitre.org/software/S0002) performs credential dumping to obtain account and password information useful in gaining access to additional systems and enterprise network resources. It contains functionality to acquire information about credentials in many ways, including from the LSA.(Citation: Deply Mimikatz)(Citation: GitHub Mimikatz lsadump Module)(Citation: Directory Services Internals DPAPI Backup Keys Oct 2015)(Citation: NCSC Joint Report Public Tools)",Mimikatz
 S0002 , Mimikatz ,T1003.006,"[Mimikatz](https://attack.mitre.org/software/S0002) performs credential dumping to obtain account and password information useful in gaining access to additional systems and enterprise network resources. It contains functionality to acquire information about credentials in many ways, including from DCSync/NetSync.(Citation: Deply Mimikatz)(Citation: GitHub Mimikatz lsadump Module)(Citation: Directory Services Internals DPAPI Backup Keys Oct 2015)(Citation: NCSC Joint Report Public Tools)(Citation: Cobalt Strike Manual 4.3 November 2020)",Mimikatz
 S0002 , Mimikatz ,T1207,[Mimikatz](https://attack.mitre.org/software/S0002)’s LSADUMP::DCShadow module can be used to make AD updates by temporarily setting a computer to be a DC.(Citation: Deply Mimikatz)(Citation: Adsecurity Mimikatz Guide),Mimikatz
 S0002 , Mimikatz ,T1649,[Mimikatz](https://attack.mitre.org/software/S0002)'s `CRYPTO` module can create and export various types of authentication certificates.(Citation: Adsecurity Mimikatz Guide),Mimikatz
 S0002 , Mimikatz ,T1558,,Mimikatz
 S0002 , Mimikatz ,T1558.001,[Mimikatz](https://attack.mitre.org/software/S0002)'s kerberos module can create golden tickets.(Citation: GitHub Mimikatz kerberos Module)(Citation: Cobalt Strike Manual 4.3 November 2020),Mimikatz
 S0002 , Mimikatz ,T1558.002,[Mimikatz](https://attack.mitre.org/software/S0002)'s kerberos module can create silver tickets.(Citation: GitHub Mimikatz kerberos Module),Mimikatz
 S0002 , Mimikatz ,T1552,,Mimikatz
 S0002 , Mimikatz ,T1552.004,[Mimikatz](https://attack.mitre.org/software/S0002)'s CRYPTO::Extract module can extract keys by interacting with Windows cryptographic application programming interface (API) functions.(Citation: Adsecurity Mimikatz Guide),Mimikatz
 S0002 , Mimikatz ,T1550,,Mimikatz
 S0002 , Mimikatz ,T1550.002,"[Mimikatz](https://attack.mitre.org/software/S0002)'s SEKURLSA::Pth module can impersonate a user, with only a password hash, to execute arbitrary commands.(Citation: Adsecurity Mimikatz Guide)(Citation: NCSC Joint Report Public Tools)(Citation: Cobalt Strike Manual 4.3 November 2020)",Mimikatz
 S0002 , Mimikatz ,T1550.003,[Mimikatz](https://attack.mitre.org/software/S0002)’s LSADUMP::DCSync and KERBEROS::PTT modules implement the three steps required to extract the krbtgt account hash and create/use Kerberos tickets.(Citation: Adsecurity Mimikatz Guide)(Citation: AdSecurity Kerberos GT Aug 2015)(Citation: Harmj0y DCSync Sept 2015)(Citation: NCSC Joint Report Public Tools),Mimikatz
 S0179 , MimiPenguin ,T1003,,MimiPenguin
 S0179 , MimiPenguin ,T1003.007,[MimiPenguin](https://attack.mitre.org/software/S0179) can use the `/maps` and `/mem` file to search for regex patterns and dump the process memory.(Citation: MimiPenguin GitHub May 2017)(Citation: Picus Labs Proc cump 2022),MimiPenguin
 S0133 , Miner-C ,T1080,[Miner-C](https://attack.mitre.org/software/S0133) copies itself into the public folder of Network Attached Storage (NAS) devices and infects new victims who open the file.(Citation: Softpedia MinerC),T1080
 S0051 , MiniDuke ,T1071,,MiniDuke
 S0051 , MiniDuke ,T1071.001,[MiniDuke](https://attack.mitre.org/software/S0051) uses HTTP and HTTPS for command and control.(Citation: F-Secure The Dukes)(Citation: ESET Dukes October 2019),MiniDuke
 S0051 , MiniDuke ,T1568,,MiniDuke
 S0051 , MiniDuke ,T1568.002,[MiniDuke](https://attack.mitre.org/software/S0051) can use DGA to generate new Twitter URLs for C2.(Citation: ESET Dukes October 2019),MiniDuke
 S0051 , MiniDuke ,T1008,[MiniDuke](https://attack.mitre.org/software/S0051) uses Google Search to identify C2 servers if its primary C2 method via Twitter is not working.(Citation: Securelist MiniDuke Feb 2013),MiniDuke
 S0051 , MiniDuke ,T1083,[MiniDuke](https://attack.mitre.org/software/S0051) can enumerate local drives.(Citation: ESET Dukes October 2019),MiniDuke
 S0051 , MiniDuke ,T1105,[MiniDuke](https://attack.mitre.org/software/S0051) can download additional encrypted backdoors onto the victim via GIF files.(Citation: Securelist MiniDuke Feb 2013)(Citation: ESET Dukes October 2019),MiniDuke
 S0051 , MiniDuke ,T1027,[MiniDuke](https://attack.mitre.org/software/S0051) can use control flow flattening to obscure code.(Citation: ESET Dukes October 2019),MiniDuke
 S0051 , MiniDuke ,T1090,,MiniDuke
 S0051 , MiniDuke ,T1090.001,[MiniDuke](https://attack.mitre.org/software/S0051) can can use a named pipe to forward communications from one compromised machine with internet access to other compromised machines.(Citation: ESET Dukes October 2019),MiniDuke
 S0051 , MiniDuke ,T1082,[MiniDuke](https://attack.mitre.org/software/S0051) can gather the hostname on a compromised machine.(Citation: ESET Dukes October 2019),MiniDuke
 S0051 , MiniDuke ,T1102,,MiniDuke
 S0051 , MiniDuke ,T1102.001,Some [MiniDuke](https://attack.mitre.org/software/S0051) components use Twitter to initially obtain the address of a C2 server or as a backup if no hard-coded C2 server responds.(Citation: F-Secure The Dukes)(Citation: Securelist MiniDuke Feb 2013)(Citation: ESET Dukes October 2019),MiniDuke
 S0280 , MirageFox ,T1059,,MirageFox
 S0280 , MirageFox ,T1059.003,[MirageFox](https://attack.mitre.org/software/S0280) has the capability to execute commands using cmd.exe.(Citation: APT15 Intezer June 2018),MirageFox
 S0280 , MirageFox ,T1140,[MirageFox](https://attack.mitre.org/software/S0280) has a function for decrypting data containing C2 configuration information.(Citation: APT15 Intezer June 2018),MirageFox
 S0280 , MirageFox ,T1574,,MirageFox
 S0280 , MirageFox ,T1574.001,[MirageFox](https://attack.mitre.org/software/S0280) is likely loaded via DLL hijacking into a legitimate McAfee binary.(Citation: APT15 Intezer June 2018),MirageFox
 S0280 , MirageFox ,T1082,[MirageFox](https://attack.mitre.org/software/S0280) can collect CPU and architecture information from the victim’s machine.(Citation: APT15 Intezer June 2018),MirageFox
 S0280 , MirageFox ,T1033,[MirageFox](https://attack.mitre.org/software/S0280) can gather the username from the victim’s machine.(Citation: APT15 Intezer June 2018),MirageFox
 S0084 , Mis-Type ,T1087,,T1087
 S0084 , Mis-Type ,T1087.001,[Mis-Type](https://attack.mitre.org/software/S0084) may create a file containing the results of the command cmd.exe /c net user {Username}.(Citation: Cylance Dust Storm),T1087
 S0084 , Mis-Type ,T1071,,T1087
 S0084 , Mis-Type ,T1071.001,[Mis-Type](https://attack.mitre.org/software/S0084) network traffic can communicate over HTTP.(Citation: Cylance Dust Storm),T1087
 S0084 , Mis-Type ,T1547,"[Mis-Type](https://attack.mitre.org/software/S0084) has created registry keys for persistence, including `HKCU\Software\bkfouerioyou`, `HKLM\SOFTWARE\Microsoft\Active Setup\Installed Components\{6afa8072-b2b1-31a8-b5c1-{Unique Identifier}`, and `HKLM\SOFTWARE\Microsoft\Active Setup\Installed Components\{3BF41072-B2B1-31A8-B5C1-{Unique Identifier}`.(Citation: Cylance Dust Storm)",T1087
 S0084 , Mis-Type ,T1059,,T1087
 S0084 , Mis-Type ,T1059.003,[Mis-Type](https://attack.mitre.org/software/S0084) has used `cmd.exe` to run commands on a compromised host.(Citation: Cylance Dust Storm),T1087
 S0084 , Mis-Type ,T1136,,T1087
 S0084 , Mis-Type ,T1136.001,[Mis-Type](https://attack.mitre.org/software/S0084) may create a temporary user on the system named `Lost_{Unique Identifier}`.(Citation: Cylance Dust Storm),T1087
