gid,name,tactic_id,tactic,TTP,technique,description
G0061,FIN8,TA0005,Defense Evasion,T1027.010,Command Obfuscation,[FIN8](https://attack.mitre.org/groups/G0061) has used environment variables and standard input (stdin) to obfuscate command-line arguments. [FIN8](https://attack.mitre.org/groups/G0061) also obfuscates malicious macros delivered as payloads.(Citation: FireEye Obfuscation June 2017)(Citation: FireEye Know Your Enemy FIN8 Aug 2016)(Citation: Bitdefender FIN8 July 2021)
G0061,FIN8,TA0006,Credential Access,T1003,OS Credential Dumping,nan
G0061,FIN8,TA0006,Credential Access,T1003.001,LSASS Memory,[FIN8](https://attack.mitre.org/groups/G0061) harvests credentials using Invoke-Mimikatz or Windows Credentials Editor (WCE).(Citation: FireEye Know Your Enemy FIN8 Aug 2016)
G0061,FIN8,TA0004,Privilege Escalation,T1055,Process Injection,nan
G0061,FIN8,TA0005,Defense Evasion,T1055,Process Injection,nan
G0061,FIN8,TA0004,Privilege Escalation,T1055.004,Asynchronous Procedure Call,[FIN8](https://attack.mitre.org/groups/G0061) has injected malicious code into a new svchost.exe process.(Citation: Bitdefender FIN8 July 2021)
G0061,FIN8,TA0005,Defense Evasion,T1055.004,Asynchronous Procedure Call,[FIN8](https://attack.mitre.org/groups/G0061) has injected malicious code into a new svchost.exe process.(Citation: Bitdefender FIN8 July 2021)
G0061,FIN8,TA0008,Lateral Movement,T1021,Remote Services,nan
G0061,FIN8,TA0008,Lateral Movement,T1021.001,Remote Desktop Protocol,[FIN8](https://attack.mitre.org/groups/G0061) has used RDP for lateral movement.(Citation: FireEye Know Your Enemy FIN8 Aug 2016)
G0061,FIN8,TA0008,Lateral Movement,T1021.002,SMB/Windows Admin Shares,[FIN8](https://attack.mitre.org/groups/G0061) has attempted to map to C$ on enumerated hosts to test the scope of their current credentials/context. [FIN8](https://attack.mitre.org/groups/G0061) has also used smbexec from the [Impacket](https://attack.mitre.org/software/S0357) suite for lateral movement.(Citation: FireEye Know Your Enemy FIN8 Aug 2016)(Citation: Bitdefender Sardonic Aug 2021)
G0061,FIN8,TA0007,Discovery,T1018,Remote System Discovery,[FIN8](https://attack.mitre.org/groups/G0061) has used [dsquery](https://attack.mitre.org/software/S0105) and other Active Directory utilities to enumerate hosts; they have also used nltest.exe /dclist to retrieve a list of domain controllers.(Citation: FireEye Know Your Enemy FIN8 Aug 2016)(Citation: Bitdefender FIN8 July 2021)
G0061,FIN8,TA0002,Execution,T1053,Scheduled Task/Job,nan
G0061,FIN8,TA0003,Persistence,T1053,Scheduled Task/Job,nan
G0061,FIN8,TA0004,Privilege Escalation,T1053,Scheduled Task/Job,nan
G0061,FIN8,TA0002,Execution,T1053.005,Scheduled Task,[FIN8](https://attack.mitre.org/groups/G0061) has used scheduled tasks to maintain RDP backdoors.(Citation: FireEye Know Your Enemy FIN8 Aug 2016)
G0061,FIN8,TA0003,Persistence,T1053.005,Scheduled Task,[FIN8](https://attack.mitre.org/groups/G0061) has used scheduled tasks to maintain RDP backdoors.(Citation: FireEye Know Your Enemy FIN8 Aug 2016)
G0061,FIN8,TA0004,Privilege Escalation,T1053.005,Scheduled Task,[FIN8](https://attack.mitre.org/groups/G0061) has used scheduled tasks to maintain RDP backdoors.(Citation: FireEye Know Your Enemy FIN8 Aug 2016)
G0061,FIN8,TA0007,Discovery,T1518,Software Discovery,nan
G0061,FIN8,TA0007,Discovery,T1518.001,Security Software Discovery,[FIN8](https://attack.mitre.org/groups/G0061) has used Registry keys to detect and avoid executing in potential sandboxes.(Citation: FireEye Know Your Enemy FIN8 Aug 2016)
G0061,FIN8,TA0007,Discovery,T1082,System Information Discovery,[FIN8](https://attack.mitre.org/groups/G0061) has used PowerShell Scripts to check the architecture of a compromised machine before the selection of a 32-bit or 64-bit version of a malicious .NET loader.(Citation: Symantec FIN8 Jul 2023)
G0061,FIN8,TA0007,Discovery,T1016,System Network Configuration Discovery,nan
G0061,FIN8,TA0007,Discovery,T1016.001,Internet Connection Discovery,[FIN8](https://attack.mitre.org/groups/G0061) has used the [Ping](https://attack.mitre.org/software/S0097) command to check connectivity to actor-controlled C2 servers.(Citation: Bitdefender Sardonic Aug 2021)
G0061,FIN8,TA0007,Discovery,T1033,System Owner/User Discovery,[FIN8](https://attack.mitre.org/groups/G0061) has executed the command `quser` to display the session details of a compromised machine.(Citation: Symantec FIN8 Jul 2023)
G0061,FIN8,TA0002,Execution,T1204,User Execution,nan
G0061,FIN8,TA0002,Execution,T1204.001,Malicious Link,[FIN8](https://attack.mitre.org/groups/G0061) has used emails with malicious links to lure victims into installing malware.(Citation: FireEye Obfuscation June 2017)(Citation: FireEye Fin8 May 2016)(Citation: FireEye Know Your Enemy FIN8 Aug 2016)
G0061,FIN8,TA0002,Execution,T1204.002,Malicious File,[FIN8](https://attack.mitre.org/groups/G0061) has used malicious e-mail attachments to lure victims into executing malware.(Citation: FireEye Obfuscation June 2017)(Citation: FireEye Fin8 May 2016)(Citation: FireEye Know Your Enemy FIN8 Aug 2016)
G0061,FIN8,TA0003,Persistence,T1078,Valid Accounts,[FIN8](https://attack.mitre.org/groups/G0061) has used valid accounts for persistence and lateral movement.(Citation: FireEye Know Your Enemy FIN8 Aug 2016)
G0061,FIN8,TA0004,Privilege Escalation,T1078,Valid Accounts,[FIN8](https://attack.mitre.org/groups/G0061) has used valid accounts for persistence and lateral movement.(Citation: FireEye Know Your Enemy FIN8 Aug 2016)
G0061,FIN8,TA0005,Defense Evasion,T1078,Valid Accounts,[FIN8](https://attack.mitre.org/groups/G0061) has used valid accounts for persistence and lateral movement.(Citation: FireEye Know Your Enemy FIN8 Aug 2016)
G0061,FIN8,TA0002,Execution,T1047,Windows Management Instrumentation,"[FIN8](https://attack.mitre.org/groups/G0061)'s malicious spearphishing payloads use WMI to launch malware and spawn `cmd.exe` execution. [FIN8](https://attack.mitre.org/groups/G0061) has also used WMIC and the [Impacket](https://attack.mitre.org/software/S0357) suite for lateral movement, as well as during and post compromise cleanup activities.(Citation: FireEye Obfuscation June 2017)(Citation: Bitdefender FIN8 July 2021)(Citation: FireEye Know Your Enemy FIN8 Aug 2016)(Citation: Symantec FIN8 Jul 2023)"
G0117,Fox Kitten,TA0007,Discovery,T1087,Account Discovery,nan
G0117,Fox Kitten,TA0007,Discovery,T1087.001,Local Account,[Fox Kitten](https://attack.mitre.org/groups/G0117) has accessed ntuser.dat and UserClass.dat on compromised hosts.(Citation: CISA AA20-259A Iran-Based Actor September 2020)
G0117,Fox Kitten,TA0007,Discovery,T1087.002,Domain Account,[Fox Kitten](https://attack.mitre.org/groups/G0117) has used the Softerra LDAP browser to browse documentation on service accounts.(Citation: CISA AA20-259A Iran-Based Actor September 2020)
G0117,Fox Kitten,TA0007,Discovery,T1217,Browser Information Discovery,[Fox Kitten](https://attack.mitre.org/groups/G0117) has used Google Chrome bookmarks to identify internal resources and assets.(Citation: CISA AA20-259A Iran-Based Actor September 2020)
G0117,Fox Kitten,TA0006,Credential Access,T1110,Brute Force,[Fox Kitten](https://attack.mitre.org/groups/G0117) has brute forced RDP credentials.(Citation: ClearSky Pay2Kitten December 2020)
G0117,Fox Kitten,TA0002,Execution,T1059,Command and Scripting Interpreter,[Fox Kitten](https://attack.mitre.org/groups/G0117) has used a Perl reverse shell to communicate with C2.(Citation: ClearSky Pay2Kitten December 2020)
G0117,Fox Kitten,TA0002,Execution,T1059.001,PowerShell,[Fox Kitten](https://attack.mitre.org/groups/G0117) has used PowerShell scripts to access credential data.(Citation: CISA AA20-259A Iran-Based Actor September 2020)
G0117,Fox Kitten,TA0002,Execution,T1059.003,Windows Command Shell,[Fox Kitten](https://attack.mitre.org/groups/G0117) has used cmd.exe likely as a password changing mechanism.(Citation: CISA AA20-259A Iran-Based Actor September 2020)
G0117,Fox Kitten,TA0003,Persistence,T1136,Create Account,nan
G0117,Fox Kitten,TA0003,Persistence,T1136.001,Local Account,[Fox Kitten](https://attack.mitre.org/groups/G0117) has created a local user account with administrator privileges.(Citation: ClearSky Pay2Kitten December 2020)
G0117,Fox Kitten,TA0006,Credential Access,T1555,Credentials from Password Stores,nan
G0117,Fox Kitten,TA0006,Credential Access,T1555.005,Password Managers,[Fox Kitten](https://attack.mitre.org/groups/G0117) has used scripts to access credential information from the KeePass database.(Citation: CISA AA20-259A Iran-Based Actor September 2020)
G0117,Fox Kitten,TA0003,Persistence,T1546,Event Triggered Execution,nan
G0117,Fox Kitten,TA0004,Privilege Escalation,T1546,Event Triggered Execution,nan
G0117,Fox Kitten,TA0003,Persistence,T1546.008,Accessibility Features,[Fox Kitten](https://attack.mitre.org/groups/G0117) has used sticky keys to launch a command prompt.(Citation: CISA AA20-259A Iran-Based Actor September 2020)
G0117,Fox Kitten,TA0004,Privilege Escalation,T1546.008,Accessibility Features,[Fox Kitten](https://attack.mitre.org/groups/G0117) has used sticky keys to launch a command prompt.(Citation: CISA AA20-259A Iran-Based Actor September 2020)
G0117,Fox Kitten,TA0008,Lateral Movement,T1210,Exploitation of Remote Services,[Fox Kitten](https://attack.mitre.org/groups/G0117) has exploited known vulnerabilities in remote services including RDP.(Citation: ClearkSky Fox Kitten February 2020)(Citation: CrowdStrike PIONEER KITTEN August 2020)(Citation: ClearSky Pay2Kitten December 2020)
G0117,Fox Kitten,TA0007,Discovery,T1083,File and Directory Discovery,[Fox Kitten](https://attack.mitre.org/groups/G0117) has used WizTree to obtain network files and directory listings.(Citation: CISA AA20-259A Iran-Based Actor September 2020)
G0117,Fox Kitten,TA0005,Defense Evasion,T1036,Masquerading,nan
G0117,Fox Kitten,TA0005,Defense Evasion,T1036.004,Masquerade Task or Service,[Fox Kitten](https://attack.mitre.org/groups/G0117) has named the task for a reverse proxy lpupdate to appear legitimate.(Citation: CISA AA20-259A Iran-Based Actor September 2020)
G0117,Fox Kitten,TA0005,Defense Evasion,T1036.005,Match Legitimate Name or Location,[Fox Kitten](https://attack.mitre.org/groups/G0117) has named binaries and configuration files svhost and dllhost respectively to appear legitimate.(Citation: CISA AA20-259A Iran-Based Actor September 2020)
G0117,Fox Kitten,TA0007,Discovery,T1046,Network Service Discovery,[Fox Kitten](https://attack.mitre.org/groups/G0117) has used tools including NMAP to conduct broad scanning to identify open ports.(Citation: CISA AA20-259A Iran-Based Actor September 2020)(Citation: ClearSky Pay2Kitten December 2020)
G0117,Fox Kitten,TA0005,Defense Evasion,T1027,Obfuscated Files or Information,nan
G0117,Fox Kitten,TA0005,Defense Evasion,T1027.010,Command Obfuscation,[Fox Kitten](https://attack.mitre.org/groups/G0117) has base64 encoded scripts to avoid detection.(Citation: CISA AA20-259A Iran-Based Actor September 2020)
G0117,Fox Kitten,TA0005,Defense Evasion,T1027.013,Encrypted/Encoded File,[Fox Kitten](https://attack.mitre.org/groups/G0117) has base64 encoded payloads to avoid detection.(Citation: CISA AA20-259A Iran-Based Actor September 2020)
G0117,Fox Kitten,TA0006,Credential Access,T1003,OS Credential Dumping,nan
G0117,Fox Kitten,TA0006,Credential Access,T1003.001,LSASS Memory,[Fox Kitten](https://attack.mitre.org/groups/G0117) has used prodump to dump credentials from LSASS.(Citation: CISA AA20-259A Iran-Based Actor September 2020)
G0117,Fox Kitten,TA0006,Credential Access,T1003.003,NTDS,[Fox Kitten](https://attack.mitre.org/groups/G0117) has used Volume Shadow Copy to access credential information from NTDS.(Citation: CISA AA20-259A Iran-Based Actor September 2020)
G0117,Fox Kitten,TA0007,Discovery,T1012,Query Registry,[Fox Kitten](https://attack.mitre.org/groups/G0117) has accessed Registry hives ntuser.dat and UserClass.dat.(Citation: CISA AA20-259A Iran-Based Actor September 2020)
G0117,Fox Kitten,TA0008,Lateral Movement,T1021,Remote Services,nan
G0117,Fox Kitten,TA0008,Lateral Movement,T1021.001,Remote Desktop Protocol,[Fox Kitten](https://attack.mitre.org/groups/G0117) has used RDP to log in and move laterally in the target environment.(Citation: CISA AA20-259A Iran-Based Actor September 2020)(Citation: ClearSky Pay2Kitten December 2020)
G0117,Fox Kitten,TA0008,Lateral Movement,T1021.002,SMB/Windows Admin Shares,[Fox Kitten](https://attack.mitre.org/groups/G0117) has used valid accounts to access SMB shares.(Citation: CISA AA20-259A Iran-Based Actor September 2020)
G0117,Fox Kitten,TA0008,Lateral Movement,T1021.004,SSH,[Fox Kitten](https://attack.mitre.org/groups/G0117) has used the PuTTY and Plink tools for lateral movement.(Citation: CISA AA20-259A Iran-Based Actor September 2020)
G0117,Fox Kitten,TA0008,Lateral Movement,T1021.005,VNC,[Fox Kitten](https://attack.mitre.org/groups/G0117) has installed TightVNC server and client on compromised servers and endpoints for lateral movement.(Citation: CISA AA20-259A Iran-Based Actor September 2020)
G0117,Fox Kitten,TA0007,Discovery,T1018,Remote System Discovery,[Fox Kitten](https://attack.mitre.org/groups/G0117) has used Angry IP Scanner to detect remote systems.(Citation: CISA AA20-259A Iran-Based Actor September 2020)
G0117,Fox Kitten,TA0002,Execution,T1053,Scheduled Task/Job,nan
G0117,Fox Kitten,TA0003,Persistence,T1053,Scheduled Task/Job,nan
G0117,Fox Kitten,TA0004,Privilege Escalation,T1053,Scheduled Task/Job,nan
G0117,Fox Kitten,TA0002,Execution,T1053.005,Scheduled Task,[Fox Kitten](https://attack.mitre.org/groups/G0117) has used Scheduled Tasks for persistence and to load and execute a reverse proxy binary.(Citation: CISA AA20-259A Iran-Based Actor September 2020)(Citation: ClearSky Pay2Kitten December 2020)
G0117,Fox Kitten,TA0003,Persistence,T1053.005,Scheduled Task,[Fox Kitten](https://attack.mitre.org/groups/G0117) has used Scheduled Tasks for persistence and to load and execute a reverse proxy binary.(Citation: CISA AA20-259A Iran-Based Actor September 2020)(Citation: ClearSky Pay2Kitten December 2020)
G0117,Fox Kitten,TA0004,Privilege Escalation,T1053.005,Scheduled Task,[Fox Kitten](https://attack.mitre.org/groups/G0117) has used Scheduled Tasks for persistence and to load and execute a reverse proxy binary.(Citation: CISA AA20-259A Iran-Based Actor September 2020)(Citation: ClearSky Pay2Kitten December 2020)
G0117,Fox Kitten,TA0003,Persistence,T1505,Server Software Component,nan
G0117,Fox Kitten,TA0003,Persistence,T1505.003,Web Shell,[Fox Kitten](https://attack.mitre.org/groups/G0117) has installed web shells on compromised hosts to maintain access.(Citation: CISA AA20-259A Iran-Based Actor September 2020)(Citation: ClearSky Pay2Kitten December 2020)
G0117,Fox Kitten,TA0006,Credential Access,T1552,Unsecured Credentials,nan
G0117,Fox Kitten,TA0006,Credential Access,T1552.001,Credentials In Files,[Fox Kitten](https://attack.mitre.org/groups/G0117) has accessed files to gain valid credentials.(Citation: CISA AA20-259A Iran-Based Actor September 2020)
G0117,Fox Kitten,TA0003,Persistence,T1078,Valid Accounts,[Fox Kitten](https://attack.mitre.org/groups/G0117) has used valid credentials with various services during lateral movement.(Citation: CISA AA20-259A Iran-Based Actor September 2020)
G0117,Fox Kitten,TA0004,Privilege Escalation,T1078,Valid Accounts,[Fox Kitten](https://attack.mitre.org/groups/G0117) has used valid credentials with various services during lateral movement.(Citation: CISA AA20-259A Iran-Based Actor September 2020)
G0117,Fox Kitten,TA0005,Defense Evasion,T1078,Valid Accounts,[Fox Kitten](https://attack.mitre.org/groups/G0117) has used valid credentials with various services during lateral movement.(Citation: CISA AA20-259A Iran-Based Actor September 2020)
G0093,GALLIUM,TA0002,Execution,T1059,Command and Scripting Interpreter,nan
G0093,GALLIUM,TA0002,Execution,T1059.001,PowerShell,[GALLIUM](https://attack.mitre.org/groups/G0093) used PowerShell for execution to assist in lateral movement as well as for dumping credentials stored on compromised machines.(Citation: Cybereason Soft Cell June 2019)
G0093,GALLIUM,TA0002,Execution,T1059.003,Windows Command Shell,[GALLIUM](https://attack.mitre.org/groups/G0093) used the Windows command shell to execute commands.(Citation: Cybereason Soft Cell June 2019)
